Participant._id_in_session,Participant.code,Participant.label,Participant._current_page,Participant._current_app_name,Participant._round_number,Participant._current_page_name,Participant.status,Participant.ip_address,Participant.time_started,Participant.exclude_from_data_analysis,Participant.name,Participant.visited,Participant.mturk_worker_id,Participant.mturk_assignment_id,Player.id_in_group,Player.role,Player.id,Player.payoff,Player.q_age,Player.q_gender,Player.q_estrato,Player.q_game_part,Player.q_part_time,Player.q_graduated,Player.q_career_1,Player.q_career_2,Player.q_postgraduate,Player.q_master_1,Player.q_master_2,Player.p_risk,Player.p_compet_1,Player.p_compet_2,Player.p_compet_3,Player.p_compet_4,Player.p_compet_5,Player.p_compet_6,Player.g_pref_stage,Player.g_pref_rk_1,Player.g_pref_rk_2,Player.g_pref_rk_3,Player.p_trust_1,Player.p_trust_2,Player.p_trust_3,Player.p_trust_4,Player.p_trust_5,Group.id,Subsession.id,Subsession.round_number,Session.code,Session.label,Session.experimenter_name,Session.real_world_currency_per_point,Session.time_scheduled,Session.time_started,Session.mturk_HITId,Session.mturk_HITGroupId,Session.participation_fee,Session.comment,Session.is_demo,Session.use_cli_bots
P10,1rjnh1o0,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.186.213.164,2016-08-10 19:08:47.933151+00:00,0,56,1,,,10,,54,0,18,Mujer,2,NO,0,NO,Lenguajes y Estudios,Administración de Em,NO,Ninguna,Ninguna,8,2,2,1,1,1,2,2,3,1,1,2,2,2,3,1,4,4,1,v9ts4npb,,,200.00000,,,,,5000.00,,1,
P1,3uwqxd0w,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.236.24.103,2016-08-10 19:12:40.077571+00:00,0,47,1,,,1,,45,0,20,Hombre,3,SI,2,SI,Economía,Administración,NO,Ninguna,Ninguna,8,3,2,1,3,1,2,2,2,1,3,2,2,1,3,2,4,4,1,v9ts4npb,,,200.00000,,,,,5000.00,,1,
P8,ctxijm5h,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.191.118,2016-08-10 19:09:46.103158+00:00,0,54,1,,,8,,52,0,19,Mujer,6,NO,0,NO,ciencia politica,ninguna,NO,ninguna,ninguna,7,2,3,2,1,3,2,1,3,3,3,2,2,3,3,2,4,4,1,v9ts4npb,,,200.00000,,,,,5000.00,,1,
P1,tpmnllyw,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.185.250,2016-08-22 17:38:34.927355+00:00,0,91,1,,,1,,89,0,20,Hombre,3,NO,0,NO,Ingeneria Industrial,ninguna,NO,ninguna,ninguna,3,3,2,1,1,1,2,2,1,2,1,3,1,2,2,2,7,7,1,2t6cux37,,,200.00000,,,,,5000.00,,1,
P7,z6185o9m,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.183.121,2016-08-22 17:38:42.115072+00:00,0,97,1,,,7,,95,0,22,Hombre,4,SI,1,NO,Administracion,ninguna,NO,Ninguna ,Ninguna ,8,2,2,1,3,3,2,2,1,2,1,1,1,3,2,3,7,7,1,2t6cux37,,,200.00000,,,,,5000.00,,1,
P11,8jn8j1pe,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.146.193.23,2016-08-22 20:41:40.679042+00:00,0,113,1,,,11,,111,0,20,Hombre,5,NO,0,NO,Biologia,ninguna,NO,ninguna,ninguna,5,1,1,1,3,1,1,2,2,3,2,2,1,2,3,1,8,8,1,87jj0zzd,,,200.00000,,,,,5000.00,,1,
P8,mihn323q,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.63.227.88,2016-08-22 17:38:31.594973+00:00,0,98,1,,,8,,96,0,20,Hombre,4,NO,0,NO,Ingenieria Mecánica,ninguna,NO,ninguna,ninguna,6,3,3,1,3,2,2,1,3,2,1,2,2,2,2,3,7,7,1,2t6cux37,,,200.00000,,,,,5000.00,,1,
P6,2z3woarf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.179.98.230,2016-08-22 17:38:52.462263+00:00,0,96,1,,,6,,94,0,18,Hombre,3,NO,0,NO,Ingenieria Civil,ninguna,NO,ninguna,ninguna,8,3,3,2,3,2,2,1,3,2,3,2,2,3,3,1,7,7,1,2t6cux37,,,200.00000,,,,,5000.00,,1,
P2,24wb7l7g,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.37.199.190,2016-08-22 17:38:46.764842+00:00,0,92,1,,,2,,90,0,19,Mujer,3,NO,0,NO,geociencias,ninguna,NO,ninguna,ninguna,8,3,2,1,4,4,3,3,3,2,1,2,1,2,3,3,7,7,1,2t6cux37,,,200.00000,,,,,5000.00,,1,
P12,0a2wbu80,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.102.236.103,2016-08-22 17:37:41.508841+00:00,0,102,1,,,12,,100,0,19,Hombre,5,SI,1,SI,ISIS,ninguna,NO,ninguna,ninguna,8,1,1,2,2,2,3,2,2,3,2,3,2,3,3,1,7,7,1,2t6cux37,,,200.00000,,,,,5000.00,,1,
P4,obeq06vb,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.71.223.81,2016-08-22 20:43:23.490163+00:00,0,106,1,,,4,,104,0,18,Hombre,6,NO,0,NO,Arquitectura,ninguna,NO,ninguna,ninguna,7,3,3,1,4,2,2,1,2,3,1,2,2,2,3,1,8,8,1,87jj0zzd,,,200.00000,,,,,5000.00,,1,
P7,uockqn1r,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.141.33.163,2016-08-22 20:42:54.115953+00:00,0,109,1,,,7,,107,0,20,Hombre,4,NO,0,NO,Geociencias,Ingenieria Civil,NO,ninguna,ninguna,10,1,2,3,3,2,3,2,2,1,3,2,2,2,3,2,8,8,1,87jj0zzd,,,200.00000,,,,,5000.00,,1,
P9,imwh1cfw,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.149.116.169,2016-08-22 20:42:07.752731+00:00,0,111,1,,,9,,109,0,19,Mujer,5,NO,0,NO,administracion,ninguna,NO,ninguna,ninguna,5,4,3,2,4,2,1,1,3,1,1,2,1,1,3,1,8,8,1,87jj0zzd,,,200.00000,,,,,5000.00,,1,
P6,sut5x5q7,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.187.91.49,2016-08-22 20:43:27.421634+00:00,0,108,1,,,6,,106,0,18,Hombre,4,SI,1,NO,Ing. de sistemas,Ing. electronica,NO,Ninguna,Ninguna,7,3,3,1,3,3,2,3,2,3,2,2,2,1,3,2,8,8,1,87jj0zzd,,,200.00000,,,,,5000.00,,1,
P8,kwo4gowh,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.179.236.35,2016-08-22 20:42:21.470152+00:00,0,110,1,,,8,,108,0,18,Mujer,3,NO,0,NO,Geociencias,ninguna,NO,ninguna,ninguna,4,2,2,2,3,2,3,3,2,3,1,2,3,3,4,2,8,8,1,87jj0zzd,,,200.00000,,,,,5000.00,,1,
P10,xy4akzet,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.7.144.239,2016-08-22 20:41:55.692196+00:00,0,112,1,,,10,,110,0,23,Hombre,2,NO,0,NO,Ciencia Política,Ninguna,NO,Ninguna,Ninguna,7,2,3,2,2,1,3,3,3,3,3,1,3,4,3,2,8,8,1,87jj0zzd,,,200.00000,,,,,5000.00,,1,
P5,qoepfzh8,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.138.145.240,2016-08-22 20:43:54.906389+00:00,0,107,1,,,5,,105,0,18,Mujer,3,SI,1,NO,Geociencias,ninguna,NO,ninguna,ninguna,8,3,2,1,3,2,2,1,1,2,3,2,2,1,3,1,8,8,1,87jj0zzd,,,200.00000,,,,,5000.00,,1,
P7,hrkdfdrf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.7.144.239,2016-08-23 20:43:04.257365+00:00,0,133,1,,,7,,131,0,25,Hombre,4,NO,0,NO,Ingenieria industria,ninguna,NO,ninguna,ninguna,3,3,2,1,4,1,2,2,1,2,2,3,1,1,2,2,10,10,1,gpvxa2h2,,,200.00000,,,,,5000.00,,1,
P10,ydsge81s,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.33.196.195,2016-08-22 22:30:33.853887+00:00,0,124,1,,,10,,122,0,18,Mujer,5,NO,0,NO,Ing industrial,ninguna,NO,Ninguna ,Ninguna,7,3,3,1,2,3,2,2,1,2,3,1,2,1,4,1,9,9,1,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P2,7s3nsihj,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.184.171.93,2016-08-22 22:28:40.454912+00:00,0,116,1,,,2,,114,0,20,Mujer,3,NO,0,SI,Ingeniería química,Ninguna,NO,Ninguna,Ninguna,7,2,2,2,3,2,2,2,3,1,1,3,2,3,3,2,9,9,1,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P4,ew6ke4d5,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.180.37.142,2016-08-23 20:42:31.475425+00:00,0,130,1,,,4,,128,0,19,Mujer,4,NO,0,NO,Derecho,Ninguna,NO,Ninguna,Ninguna,8,3,4,1,4,1,2,2,1,2,1,2,2,1,3,2,10,10,1,gpvxa2h2,,,200.00000,,,,,5000.00,,1,
P6,skf3koob,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.35.233.184,2016-08-22 22:29:38.557601+00:00,0,120,1,,,6,,118,0,18,Mujer,3,NO,0,NO,Ingeniería biomédica,Gobierno y asuntos p,NO,ninguna,ninguna,2,2,2,2,3,2,3,2,1,2,1,2,1,3,4,2,9,9,1,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P4,3k9j4xgn,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.138.145.240,2016-08-22 22:29:08.183207+00:00,0,118,1,,,4,,116,0,19,Hombre,5,SI,1,NO,Administración,Diseño,NO,ninguna,ninguna,8,3,3,1,3,1,1,3,1,3,1,2,2,2,3,2,9,9,1,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P1,ut05vfix,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.237.244.41,2016-08-22 22:28:31.035820+00:00,0,115,1,,,1,,113,0,18,Mujer,2,NO,0,NO,Ciencia Política,Gobierno y asuntos p,NO,ninguna,ninguna,3,3,3,1,3,1,1,1,2,1,3,1,3,3,3,1,9,9,1,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P9,frno2noq,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.142.28.175,2016-08-22 22:30:18.753979+00:00,0,123,1,,,9,,121,0,18,Hombre,3,SI,2,NO,ninguna,ninguna,NO,ninguna,ninguna,8,3,4,2,2,2,2,3,1,2,1,1,3,2,4,2,9,9,1,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P7,f5j0x68s,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.141.33.163,2016-08-22 22:28:37.829446+00:00,0,121,1,,,7,,119,0,18,Mujer,2,NO,0,NO,Medicina,Ninguna,NO,Ninguna,Ninguna,8,2,1,2,2,3,3,1,1,3,1,2,2,1,3,2,9,9,1,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P8,ihne4spc,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.184.171.93,2016-08-22 22:28:22.599381+00:00,0,122,1,,,8,,120,0,22,Mujer,5,NO,0,NO,Arte,ninguna,NO,ninguna,ninguna,8,2,2,2,3,2,2,1,3,2,1,3,2,3,3,3,9,9,1,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P11,enoytqa1,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.184.171.93,2016-08-22 22:30:29.823319+00:00,0,125,1,,,11,,123,0,19,Mujer,3,NO,0,NO,Ingeniería Industria,ninguna,NO,ninguna,ninguna,8,3,2,2,4,3,2,3,3,2,1,3,1,3,3,2,9,9,1,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P18,8tnm590n,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.102.236.103,2016-08-23 20:41:55.997256+00:00,0,144,1,,,18,,142,0,21,Hombre,3,NO,0,NO,Ingeniería Civil,Ingeniería Industria,NO,ninguna,ninguna,5,3,2,1,4,2,2,3,1,2,1,3,1,3,3,2,10,10,1,gpvxa2h2,,,200.00000,,,,,5000.00,,1,
P3,c7noh4z6,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.200.15,2016-08-22 22:28:53.833365+00:00,0,117,1,,,3,,115,0,18,Hombre,3,NO,0,SI,Derecho,Ninguna,NO,Ninguna,Ninguna,8,3,2,1,2,2,2,2,1,3,1,1,2,2,4,1,9,9,1,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P15,rkt6xp5j,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.79.185.47,2016-08-23 20:43:30.182342+00:00,0,141,1,,,15,,139,0,21,Hombre,4,SI,2,NO,medicina,ninguna,NO,ninguna,ninguna,9,3,2,2,3,2,2,2,1,3,1,2,1,3,3,2,10,10,1,gpvxa2h2,,,200.00000,,,,,5000.00,,1,
P5,doui53it,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.111.201.32,2016-08-22 22:29:19.633131+00:00,0,119,1,,,5,,117,0,20,Hombre,5,NO,0,NO,arte, ,NO,ninguna,ninguna,8,2,3,2,3,3,1,1,1,1,3,3,2,2,3,2,9,9,1,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P8,mk1m96vd,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.141.33.163,2016-08-23 20:43:20.742936+00:00,0,134,1,,,8,,132,0,18,Mujer,3,NO,0,NO,Lenguas y Cultura,ninguna,NO,ninguna,ninguna,7,2,3,1,2,2,2,2,3,2,3,2,2,2,3,1,10,10,1,gpvxa2h2,,,200.00000,,,,,5000.00,,1,
P12,t9kl2n8x,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.220.50,2016-08-22 22:30:17.425605+00:00,0,126,1,,,12,,124,0,25,Hombre,3,SI,1,NO,ECONOMIA,ADMINISTRACION,NO,NINGUNA,NINGUNA,9,2,1,2,3,2,2,2,3,2,1,1,2,3,3,4,9,9,1,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P5,j7jc2tzb,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.102.236.103,2016-08-23 20:42:40.521625+00:00,0,131,1,,,5,,129,0,18,Mujer,3,NO,0,NO,Gobierno y Asuntos P,ninguna,NO,ninguna,ninguna,7,1,1,2,3,1,2,2,1,2,1,2,3,1,4,1,10,10,1,gpvxa2h2,,,200.00000,,,,,5000.00,,1,
P2,lfwjsi0p,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.63.177.68,2016-08-23 20:42:01.887840+00:00,0,128,1,,,2,,126,0,20,Mujer,3,SI,2,NO,Administración ,ninguna,NO,ninguna,ninguna,8,3,2,2,3,2,3,1,1,2,1,3,1,3,2,2,10,10,1,gpvxa2h2,,,200.00000,,,,,5000.00,,1,
P14,x6hjqwpu,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.97.206.141,2016-08-23 20:44:05.709212+00:00,0,140,1,,,14,,138,0,27,Hombre,4,SI,1,SI,Sociología,Ninguna,SI,Salud Pública,Políticas Públicas,8,2,3,2,2,3,2,1,1,3,1,3,2,4,3,2,10,10,1,gpvxa2h2,,,200.00000,,,,,5000.00,,1,
P20,qhet3425,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.63.227.88,2016-08-23 20:41:03.411213+00:00,0,146,1,,,20,,144,0,19,Hombre,3,NO,0,NO,Ingeniera Industrial,Economia,NO,ninguna,ninguna,9,3,4,1,2,1,2,2,1,2,1,2,2,1,3,2,10,10,1,gpvxa2h2,,,200.00000,,,,,5000.00,,1,
P11,fj0yn4t1,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.7.144.239,2016-08-23 20:40:26.468971+00:00,0,137,1,,,11,,135,0,19,Mujer,3,SI,1,NO,Biología,Microbiología,NO,ninguna,ninguna,2,3,4,1,4,1,1,1,2,2,2,2,3,3,3,1,10,10,1,gpvxa2h2,,,200.00000,,,,,5000.00,,1,
P19,w20ilvh2,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.43.191.99,2016-08-23 20:41:31.600852+00:00,0,145,1,,,19,,143,0,20,Mujer,3,SI,1,NO,Psicología,Derecho,NO,Ninguna,Ninguna,6,1,1,2,2,3,3,2,2,2,1,2,3,3,2,2,10,10,1,gpvxa2h2,,,200.00000,,,,,5000.00,,1,
P10,3ln6dpky,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.152.55.197,2016-08-23 20:43:50.738662+00:00,0,136,1,,,10,,134,0,18,Hombre,5,SI,1,NO,Sistemas,ninguna,NO,ninguna,ninguna,8,1,2,1,3,1,2,3,3,2,3,3,1,2,3,2,10,10,1,gpvxa2h2,,,200.00000,,,,,5000.00,,1,
P16,dgk8ziez,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.61.152.141,2016-08-23 20:42:47.144547+00:00,0,142,1,,,16,,140,0,19,Hombre,5,NO,0,NO,ingeniería civil,ninguna,NO,ninguna,ninguna,8,4,4,1,3,2,2,1,1,2,1,2,2,3,3,2,10,10,1,gpvxa2h2,,,200.00000,,,,,5000.00,,1,
P13,b5bqirr4,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.102.236.103,2016-08-23 20:44:41.986182+00:00,0,139,1,,,13,,137,0,21,Mujer,3,SI,1,NO,Ingeniería Mecánica,Ingeniería Mecánica,NO,ninguna,ninguna,7,3,3,1,4,2,2,2,3,3,3,2,1,3,3,2,10,10,1,gpvxa2h2,,,200.00000,,,,,5000.00,,1,
P9,vz4iabpn,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.69.223.235,2016-08-23 20:43:40.062231+00:00,0,135,1,,,9,,133,0,24,Hombre,4,NO,0,SI,Ingeniería Civil,ninguna,SI,Maestría Ing. Civil,ninguna,6,2,2,1,3,4,3,3,2,2,1,2,2,2,3,2,10,10,1,gpvxa2h2,,,200.00000,,,,,5000.00,,1,
P3,4m9put4m,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.102.236.103,2016-08-23 20:42:21.082267+00:00,0,129,1,,,3,,127,0,21,Mujer,4,SI,1,NO,ECONOMÍA,INGENIERÍA INDUSTRIA,NO,NINGUNA,NINGUNA,4,2,2,1,3,1,2,1,1,2,1,2,2,2,3,2,10,10,1,gpvxa2h2,,,200.00000,,,,,5000.00,,1,
P17,2iriluop,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.111.206.121,2016-08-23 20:42:21.492861+00:00,0,143,1,,,17,,141,0,21,Hombre,4,SI,4,NO,Administracion,Psicologia,NO,ninguna,ninguna,8,3,3,2,3,3,3,2,3,3,3,2,2,2,4,2,10,10,1,gpvxa2h2,,,200.00000,,,,,5000.00,,1,
P1,uy1dwuyf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.63.230.27,2016-08-23 20:41:52.960077+00:00,0,127,1,,,1,,125,0,22,Hombre,4,SI,1,NO,Ingenieria Ambiental,Ninguna,NO,Ninguna,Ninguna,10,3,2,1,3,1,2,1,3,3,3,3,1,3,2,2,10,10,1,gpvxa2h2,,,200.00000,,,,,5000.00,,1,
P12,d1587s7v,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.111.206.121,2016-08-23 20:45:05.646365+00:00,0,138,1,,,12,,136,0,20,Mujer,4,NO,0,NO,Diseño,ninguna,NO,ninguna,ninguna,10,2,3,1,4,2,3,3,1,2,3,2,3,3,3,2,10,10,1,gpvxa2h2,,,200.00000,,,,,5000.00,,1,
P6,ta6w1s09,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.187.91.49,2016-08-23 20:42:54.060324+00:00,0,132,1,,,6,,130,0,20,Hombre,4,SI,3,NO,Ingenieria Biomedica,Ingeniería de Sistem,NO,ninguna,ninguna,3,2,2,1,3,3,2,3,1,3,1,2,2,3,3,2,10,10,1,gpvxa2h2,,,200.00000,,,,,5000.00,,1,
